-2.945783133,0.395348837
-2.918674699,0.434108527
-2.88253012,0.496124031
-2.855421687,0.542635659
-2.828313253,0.581395349
-2.792168675,0.596899225
-2.756024096,0.581395349
-2.710843373,0.519379845
-2.674698795,0.472868217
-2.647590361,0.426356589
-2.611445783,0.403100775
-2.56626506,0.426356589
-2.521084337,0.472868217
-2.493975904,0.527131783
-2.448795181,0.581395349
-2.412650602,0.612403101
-2.376506024,0.612403101
-2.340361446,0.589147287
-2.304216867,0.542635659
-2.277108434,0.488372093
-2.25,0.441860465
-2.222891566,0.418604651
-2.195783133,0.395348837
-2.159638554,0.426356589
-2.141566265,0.465116279
-2.123493976,0.511627907
-2.096385542,0.604651163
-2.069277108,0.689922481
-2.024096386,0.782945736
-1.987951807,0.829457364
-1.942771084,0.852713178
-1.915662651,0.837209302
-1.870481928,0.813953488
-1.825301205,0.76744186
-1.780120482,0.697674419
-1.734939759,0.596899225
-1.689759036,0.472868217
-1.644578313,0.356589147
-1.608433735,0.255813953
-1.572289157,0.19379845
-1.554216867,0.147286822
-1.545180723,0.139534884
-1.518072289,0.139534884
-1.490963855,0.178294574
-1.436746988,0.248062016
-1.40060241,0.364341085
-1.328313253,0.527131783
-1.28313253,0.674418605
-1.237951807,0.798449612
-1.201807229,0.899224806
-1.174698795,0.968992248
-1.138554217,0.984496124
-1.102409639,0.96124031
-1.06626506,0.891472868
-1.003012048,0.751937984
-0.986254296,0.708113897
-0.958762887,0.637162203
-0.945017182,0.601686357
-0.924398625,0.572141226
-0.910652921,0.548499698
-0.896907216,0.518941011
-0.883161512,0.489382324
-0.862542955,0.459837193
-0.841924399,0.430292062
-0.828178694,0.406650535
-0.807560137,0.377105404
-0.793814433,0.347546717
-0.773195876,0.323918746
-0.752577320,0.300290775
-0.731958763,0.270745643
-0.711340206,0.241200512
-0.697594502,0.223476145
-0.683848797,0.205751778
-0.683848797,0.205751778
-0.663230241,0.188040966
-0.642611684,0.170330154
-0.628865979,0.158522947
-0.608247423,0.152646455
-0.587628866,0.152687123
-0.567010309,0.16456211
-0.539518900,0.176450653
-0.518900344,0.18832564
-0.491408935,0.200214184
-0.463917526,0.212102727
-0.443298969,0.200309075
-0.422680412,0.188515423
-0.395189003,0.176735327
-0.374570447,0.159024516
-0.353951890,0.141313704
-0.333333333,0.123602893
-0.305841924,0.105905637
-0.278350515,0.094125541
-0.250859107,0.082345446
-0.209621993,0.076509621
-0.175257732,0.076577401
-0.147766323,0.076631625
-0.113402062,0.076699404
-0.079037801,0.076767184
-0.051546392,0.070904248
-0.024054983,0.070958471
0.003436426,0.065095535
0.024054983,0.053301884
0.051546392,0.041521788
0.085910653,0.029755248
0.113402062,0.023892312
0.140893471,0.018029376
0.168384880,0.01216644
0.195876289,0.012220663
0.223367698,0.012274887
0.250859107,0.012329111
0.285223368,0.01239689
0.333333333,0.012491782
0.381443299,0.012586673
0.422680412,0.012668009
0.463917526,0.012749344
0.505154639,0.01283068
0.546391753,0.012912015
0.594501718,0.013006907
0.642611684,0.013101798
0.676975945,0.013169578
0.718213058,0.013250913
0.766323024,0.013345805
0.814432990,0.013440696
0.862542955,0.013535588
0.896907216,0.013603367
0.951890034,0.013711815
0.993127148,0.01379315
1.034364261,0.019791645
1.075601375,0.019872981
1.116838488,0.025871476
1.151202749,0.043690735
1.178694158,0.055579278
1.206185567,0.073384981
1.226804124,0.091177128
1.254295533,0.108982831
1.281786942,0.132705694
1.309278351,0.156428557
1.336769759,0.17423426
1.364261168,0.192039963
1.391752577,0.203928506
1.419243986,0.20398273
1.446735395,0.198119794
1.474226804,0.186339698
1.501718213,0.168642442
1.529209622,0.150945187
1.549828179,0.139151535
1.577319588,0.121454279
1.604810997,0.109674183
1.632302405,0.115645567
1.659793814,0.12161695
1.680412371,0.133491938
1.701030928,0.157201244
1.728522337,0.180924107
1.749140893,0.204633414
1.769759450,0.228342721
1.797250859,0.252065584
1.824742268,0.269871287
1.852233677,0.27584267
1.879725086,0.264062574
1.907216495,0.252282478
1.934707904,0.228668063
1.9553264605,0.1928400916
1.9759450172,0.1751292801
1.9965635739,0.1515013088
2.0103092784,0.1337769414
2.0240549828,0.1160525739
2.0446735395,0.0983417624
2.0652920962,0.0806309509
2.0859106529,0.0688372991
2.1065292096,0.0629608071
2.1340206186,0.0689321906
2.1546391753,0.0867243376
2.1752577320,0.1104336444
2.1890034364,0.1400465551
2.2027491409,0.1637423060
2.2096219931,0.1933416607
2.2164948454,0.2229410155
2.2233676976,0.2466232104
2.2371134021,0.2762361211
2.2439862543,0.2999183161
2.2508591065,0.3295176708
2.2577319588,0.3591170256
2.2646048110,0.3887163803
2.2714776632,0.4242328948
2.2783505155,0.4538322495
2.2852233677,0.4893487640
2.2920962199,0.5189481188
2.2989690722,0.5485474735
2.3127147766,0.5840775439
2.3195876289,0.6195940584
2.3333333333,0.6551241289
2.3402061856,0.6906406434
2.3470790378,0.7320743176
2.3608247423,0.7676043881
2.3676975945,0.7972037428
2.3883161512,0.8268302094
2.4089347079,0.8564566760
2.4364261168,0.8565108996
2.4570446735,0.8328829284
2.4707903780,0.8092414011
2.4845360825,0.7855998739
2.4982817869,0.7560411870
2.5120274914,0.7264825000
2.5257731959,0.6969238130
2.5395189003,0.6555308065
2.5532646048,0.6259721195
2.5670103093,0.6023305923
2.5807560137,0.5609375858
2.5945017182,0.5372960586
2.6219931271,0.5195988030
2.6494845361,0.5078187072
2.6838487973,0.5078864868
2.7182130584,0.5079542664
2.7457044674,0.4961741705
2.7731958763,0.4784769149
2.7869415808,0.4548353877
2.8075601375,0.4312074164
2.8281786942,0.3957451256
2.8419243986,0.3661864387
2.8556701031,0.3366277517
2.873493976,0.302325581
2.90060241,0.255813953
2.936746988,0.19379845
2.972891566,0.147286822
3,0.11627907
3.027108434,0.093023256
3.072289157,0.07751938
3.108433735,0.07751938
3.144578313,0.108527132
3.180722892,0.139534884
