4.9600,98.9423
4.8627,98.9644
4.7692,98.8796
4.6792,98.7417
4.5926,98.6486
4.5091,98.5507
4.4286,98.3927
4.3509,98.1756
4.2759,97.9462
4.2034,97.7455
4.1333,97.5874
4.0656,97.4690
4.0000,97.3820
3.9365,97.3179
3.8750,97.2701
3.8154,97.2335
3.7576,97.2048
3.7015,97.1817
3.6471,97.1626
3.5942,97.1468
3.5429,97.1339
3.4930,97.1240
3.4444,97.1173
3.3973,97.1144
3.3514,97.1155
3.3067,97.1203
3.2632,97.1268
3.2208,97.1301
3.1795,97.1211
3.1392,97.0891
3.1000,97.0271
3.0617,96.9372
3.0244,96.8279
2.9880,96.7047
2.9524,96.5627
2.9176,96.3851
2.8837,96.1474
2.8506,95.8240
2.8182,95.3965
2.7865,94.8590
2.7556,94.2179
2.7253,93.4880
2.6957,92.6873
2.6667,91.8337
2.6383,90.9432
2.6105,90.0287
2.5833,89.1009
2.5567,88.1680
2.5306,87.2363
2.5051,86.3106
2.4800,85.3945
2.4554,84.4906
2.4314,83.6011
2.4078,82.7272
2.3846,81.8701
2.3619,81.0302
2.3396,80.2079
2.3178,79.4034
2.2963,78.6166
2.2752,77.8474
2.2545,77.0955
2.2342,76.3604
2.2143,75.6418
2.1947,74.9390
2.1754,74.2515
2.1565,73.5787
2.1379,72.9199
2.1197,72.2745
2.1017,71.6416
2.0840,71.0206
2.0667,70.4107
2.0496,69.8112
2.0328,69.2211
2.0163,68.6397
2.0000,68.0661
1.9840,67.4995
1.9683,66.9389
1.9528,66.3833
1.9375,65.8319
1.9225,65.2835
1.9077,64.7371
1.8931,64.1915
1.8788,63.6454
1.8647,63.0974
1.8507,62.5461
1.8370,61.9896
1.8235,61.4259
1.8102,60.8527
1.7971,60.2671
1.7842,59.6654
1.7714,59.0428
1.7589,58.3928
1.7465,57.7052
1.7343,56.9633
1.7222,56.1336
1.7103,55.1175
1.6986,53.6241
1.6871,53.1742
1.6757,52.7138
1.6644,52.2488
1.6533,51.7800
1.6424,51.3074
1.6316,50.8305
1.6209,50.3488
1.6104,49.8615
1.6000,49.3679
1.5897,48.8671
1.5796,48.3581
1.5696,47.8399
1.5597,47.3113
1.5500,46.7709
1.5404,46.2175
1.5309,45.6495
1.5215,45.0651
1.5122,44.4624
1.5030,43.8391
1.4940,43.1928
1.4850,42.5205
